INV,CODEX,concepta,REGESTUM,LITTERAE,CONCEPTUM,locR,locI,locA
1819,PPlIIl,2,I,LAT,I,0,00,000
1826,PPlNNl,2,N,LAT,N,1,110,1107
1826,PPlNNl,2,I,LAT,P?,1,110,1107
1832,NNlNNl,2,N,LAT,N,1,17,1711
1832,NNlNNl,2,I,LAT,N?,1,17,1711
1839,NNlNNl,2,N,LAT,N,1,16,162
1839,NNlNNl,2,I,LAT,N?,1,16,162
1841,NNlNNl,2,N,LAT,N,1,17,1711
1841,NNlNNl,2,I,LAT,N?,1,17,1711
1843,NNlNNlNNl,3,N,LAT,N,1,110,1104
1843,NNlNNlNNl,3,N,LAT,N,1,110,1104
1843,NNlNNlNNl,3,I,LAT,N?,1,110,1104
1860,IIlNNlNNl,3,N,LAT,N,1,16,162
1860,IIlNNlNNl,3,N,LAT,N,1,16,162
1860,IIlNNlNNl,3,I,LAT,I,1,16,162
1879,NNlIIl,2,I,LAT,I,1,18,1810
1879,NNlIIl,2,N,LAT,N,1,18,1810
1881,IIl,1,I,LAT,I,2,25,254
1888,PPlIig,2,P,LAT,P,1,16,160
1888,PPlIig,2,i,GRA,I,1,16,160
1889,IIlIIlPPl,3,I,LAT,I,1,18,1819
1889,IIlIIlPPl,3,I,LAT,I,1,18,1819
1889,IIlIIlPPl,3,P,LAT,P,1,18,1819
1918,IIlNNl,2,I,LAT,N?,1,16,162
1918,IIlNNl,2,I,LAT,I,1,16,162
1922,XXlNNlIIlIIl,4,X,LAT,NUM,1,18,1819
1922,XXlNNlIIlIIl,4,I,LAT,I,1,18,1819
1922,XXlNNlIIlIIl,4,I,LAT,I,1,18,1819
1922,XXlNNlIIlIIl,4,N,LAT,N,1,18,1819
1937,IIlNNl,2,I,LAT,N?,1,17,1711
1937,IIlNNl,2,I,LAT,I,1,17,1711
1939,IIlNNl,2,I,LAT,I,1,18,182
1939,IIlNNl,2,N,LAT,N,1,18,182
1940,IIlNNlNNl,3,N,LAT,N,1,16,162
1940,IIlNNlNNl,3,I,LAT,N,1,16,162
1940,IIlNNlNNl,3,I,LAT,I,1,16,162
1945,IIlNNl,2,N,LAT,N,1,16,162
1945,IIlNNl,2,I,LAT,I,1,16,162
1952,IIlNNl,2,N,LAT,N,1,16,162
1952,IIlNNl,2,I,LAT,I,1,16,162
1954,IIlNNl,2,N,LAT,N,3,34,341
1954,IIlNNl,2,I,LAT,I,3,34,341
1955,IIlNNlNNl,3,I,LAT,N?,1,17,1711
1955,IIlNNlNNl,3,N,LAT,N,1,17,1711
1955,IIlNNlNNl,3,I,LAT,I,1,17,1711
1960,NNl,1,N,LAT,N,1,17,1719
1962,NNl,1,N,LAT,N,0,00,000
1967,NNlIigIig,3,i,GRA,I,3,34,340
1967,NNlIigIig,3,N,LAT,N,3,34,340
1967,NNlIigIig,3,i,GRA,I,3,34,340
1968,ΝΙ,2,N,LAT,N,1,18,180
1968,ΝΙ,2,I,LAT,I,1,18,180
1987,NNl,1,N,LAT,N,1,16,160
1991,NNlNngPpg,3,N,LAT,N,1,110,1104
1991,NNlNngPpg,3,i,GRA,P?,1,110,1104
1991,NNlNngPpg,3,n,GRA,N,1,110,1104
1992,NNl,1,N,LAT,N,1,110,11011
1993,XXlNNl,2,X,LAT,NUM,1,18,1812
1993,XXlNNl,2,N,LAT,N,1,18,1812
1997,NNl,1,N,LAT,N,1,111,1112
2000,XXlXXlNNlNng,4,X,LAT,NUM,1,17,1719
2000,XXlXXlNNlNng,4,X,LAT,NUM,1,17,1719
2000,XXlXXlNNlNng,4,I,LAT,I,1,17,1719
2000,XXlXXlNNlNng,4,n,GRA,NUM,1,17,1719
2001,NNl,1,N,LAT,N,3,34,341
2002,NNl,1,N,LAT,N,3,34,341
2003,IIlNNl,2,I,LAT,NUM?,3,34,341
2003,IIlNNl,2,I,LAT,I,3,34,341
2006,IIlNNlIIlNNl,4,N,LAT,N,1,110,1104
2006,IIlNNlIIlNNl,4,I,LAT,I,1,110,1104
2006,IIlNNlIIlNNl,4,N,LAT,N,1,110,1104
2006,IIlNNlIIlNNl,4,I,LAT,I,1,110,1104
2013,NNl,1,N,LAT,N,1,17,1715
2014,NNlIIl,2,N,LAT,N,1,17,1718
2014,NNlIIl,2,I,LAT,I,1,17,1718
2016,NNl,1,N,LAT,N,1,18,180
2017,XXlNNlIIl,3,I,LAT,I,1,18,187
2017,XXlNNlIIl,3,I,LAT,NUM?,1,18,187
2017,XXlNNlIIl,3,N,LAT,N,1,18,187
2021,NNlNNl,2,N,LAT,N,1,18,180
2021,NNlNNl,2,N,LAT,N,1,18,180
2023,NNl,1,N,LAT,N,1,18,1814
2024,NNl,1,N,LAT,N,1,17,1715
2037,NNlIIlIIl,3,N,LAT,N,extra moe0ia,extra moe0ia0,extra moe0ia00
2037,NNlIIlIIl,3,I,LAT,I,extra moe0ia,extra moe0ia0,extra moe0ia00
2037,NNlIIlIIl,3,I,LAT,I,extra moe0ia,extra moe0ia0,extra moe0ia00
2070,NNl,1,N,LAT,N,1,110,1104
2071,IIl,1,I,LAT,I,1,18,1815
2074,XXlNNl,2,X,LAT,NUM,2,25,253
2074,XXlNNl,2,I,LAT,N?,2,25,253
2076,IIl,1,I,LAT,N?,1,18,1810
2082,NNlIig,2,I,LAT,N?,1,18,182
2082,NNlIig,2,i,GRA,I,1,18,182
2084,NNlIIl,2,I,LAT,I,1,18,1810
2084,NNlIIl,2,I,LAT,N?,1,18,1810
2085,NNlIIl,2,I,LAT,N?,1,18,1810
2085,NNlIIl,2,I,LAT,I,1,18,1810
2091,...IIl,2,...,\N,...,1,18,182
2091,...IIl,2,I,LAT,I,1,18,182
2101,IIl,1,I,LAT,I,1,16,160
2114,NNlNNl,2,N,LAT,N,3,34,340
2114,NNlNNl,2,I,LAT,N?,3,34,340
2125,NNl,1,N,LAT,N,1,18,1818
2145,NNlNNl,2,N,LAT,N,1,18,180
2145,NNlNNl,2,N,LAT,N,1,18,180
2146,NNl,1,N,LAT,N,1,18,180
2147,NNl,1,N,LAT,N,1,18,180
2161,IigXxg,2,i,GRA,I,1,18,180
2161,IigXxg,2,i,GRA,NUM?,1,18,180
2163,IigNng,2,i,GRA,N?,1,18,180
2163,IigNng,2,i,GRA,I,1,18,180
2164,IigNng,2,i,GRA,N?,1,18,180
2164,IigNng,2,i,GRA,I,1,18,180
2165,XXlNNl,2,N,LAT,N,1,16,162
2165,XXlNNl,2,X,LAT,NUM,1,16,162
2171,NNl,1,N,LAT,N,1,17,1719
2177,XxgXxg,2,i,GRA,NUM?,1,18,180
2177,XxgXxg,2,i,GRA,NUM?,1,18,180
2195,IIl,1,I,LAT,I,1,110,1108
2200,IIl,1,I,LAT,I,3,31,311
2210,XXl,1,X,LAT,NUM,1,18,1815
2218,IIlCCl,2,I,LAT,I,2,21,219
2218,IIlCCl,2,C,LAT,C,2,21,219
2225,PPl,1,P,LAT,P,2,21,219
2229,NNl,1,N,LAT,N,2,21,216
2230,NNl...NNlNNl,4,N,LAT,N,1,19,1912
2230,NNl...NNlNNl,4,...,\N,...,1,19,1912
2230,NNl...NNlNNl,4,I,LAT,N?,1,19,1912
2230,NNl...NNlNNl,4,N,LAT,N,1,19,1912
2248,PPlNNlNNl,3,N,LAT,N,1,19,1912
2248,PPlNNlNNl,3,I,LAT,P?,1,19,1912
2248,PPlNNlNNl,3,N,LAT,N,1,19,1912
2250,PPlNng,2,n,GRA,N,1,18,180
2250,PPlNng,2,p,GRA,P,1,18,180
2260,NNlNngNng,3,n,GRA,N,1,19,1913
2260,NNlNngNng,3,n,GRA,N,1,19,1913
2260,NNlNngNng,3,N,LAT,N,1,19,1913
2289,NNl,1,N,LAT,N,2,24,244
2292,NNlIIl,2,N,LAT,N,2,24,2413
2292,NNlIIl,2,I,LAT,I,2,24,2413
2298,NNl,1,N,LAT,N,1,19,1911
2299,NNlIIl,2,I,LAT,I,1,19,1912
2299,NNlIIl,2,N,LAT,N,1,19,1912
2300,NNl,1,N,LAT,N,1,19,1913
2301,NNlNNl,2,I,LAT,N?,1,19,193
2301,NNlNNl,2,N,LAT,N,1,19,193
2305,NNl,1,I,LAT,N?,1,19,1912
2312,IIlNNlIIl,3,N,LAT,N,1,19,1912
2312,IIlNNlIIl,3,I,LAT,I,1,19,1912
2312,IIlNNlIIl,3,I,LAT,I,1,19,1912
2319,IIl,1,I,LAT,I,1,19,198
2327,NNlIIl,2,I,LAT,I,1,19,199
2327,NNlIIl,2,I,LAT,N?,1,19,199
2330,NNl,1,N,LAT,N,2,211,2111
2331,NNl,1,N,LAT,N,1,19,1912
2333,NNl,1,N,LAT,N,2,23,234
2334,NNl,1,I,LAT,N?,1,19,1912
2335,NNlIIl,2,I,LAT,N?,1,19,1912
2335,NNlIIl,2,I,LAT,I,1,19,1912
2342,NngNNl,2,N,LAT,N,1,19,1912
2342,NngNNl,2,i,GRA,N?,1,19,1912
2352,NNl,1,N,LAT,N,0,00,000
2357,Xxg,1,i,GRA,NUM?,1,19,198
2364,IIl,1,I,LAT,I,0,00,000
2375,XXl,1,X,LAT,NUM,1,19,196
2432,NNlNNl,2,N,LAT,N,4,40,400
2432,NNlNNl,2,N,LAT,N,4,40,400
2433,IIlNNl,2,N,LAT,N,4,40,400
2433,IIlNNl,2,I,LAT,I,4,40,400
2460,XXlIIl,2,I,LAT,NUM?,4,414,4140
2460,XXlIIl,2,I,LAT,I,4,414,4140
2474,IIlNNlXxg,3,S,\N,S,4,417,4170
2474,IIlNNlXxg,3,i,GRA,NUM?,4,417,4170
2474,IIlNNlXxg,3,N,LAT,N,4,417,4170
2478,NNl,1,N,LAT,N,4,415,4150
2503,XXlXXlXXl,3,X,LAT,NUM,2,28,280
2503,XXlXXlXXl,3,X,LAT,NUM,2,28,280
2503,XXlXXlXXl,3,X,LAT,NUM,2,28,280
2534,NNl,1,I,LAT,N?,6,616,61632
2544,XxgXXl,2,X,LAT,NUM,6,616,61635
2544,XxgXXl,2,i,GRA,NUM?,6,616,61635
2548,IigNngNNl,3,N,LAT,N,6,616,61630
2548,IigNngNNl,3,n,GRA,N,6,616,61630
2548,IigNngNNl,3,i,GRA,I,6,616,61630
2549,NNlNNl,2,N,LAT,N,6,616,61630
2549,NNlNNl,2,N,LAT,N,6,616,61630
2550,NNlNNl,2,N,LAT,N,6,616,61630
2550,NNlNNl,2,N,LAT,N,6,616,61630
2553,NNl,1,N,LAT,N,0,00,000
2554,NNl,1,N,LAT,N,0,00,000
2555,IIlNNl,2,I,LAT,I,6,616,61626
2555,IIlNNl,2,N,LAT,N,6,616,61626
2562,XXlNNlIIlIIl,4,X,LAT,NUM,0,00,000
2562,XXlNNlIIlIIl,4,I,LAT,I,0,00,000
2562,XXlNNlIIlIIl,4,N,LAT,N,0,00,000
2562,XXlNNlIIlIIl,4,N,LAT,N,0,00,000
2572,XxgNng,2,n,GRA,N,0,00,000
2572,XxgNng,2,x,GRA,NUM,0,00,000
2574,NngNng,2,i,GRA,N?,0,00,000
2574,NngNng,2,i,GRA,N?,0,00,000
2675,Iig,1,i,GRA,I,2,28,286
2683,NngXXl,2,X,LAT,NUM,1,114,1145
2683,NngXXl,2,n,GRA,N,1,114,1145
2684,XXlXXl,2,X,LAT,NUM,1,114,1145
2684,XXlXXl,2,X,LAT,NUM,1,114,1145
2685,IigIig,2,i,GRA,I,1,114,1145
2685,IigIig,2,i,GRA,I,1,114,1145
2712,SSS,1,S,\N,S,1,114,1147
2758,NNlNng,2,N,LAT,N,1,120,1205
2758,NNlNng,2,n,GRA,N,1,120,1205
2767,Nng,1,n,GRA,N,1,117,1172
2799,XxgNngIig,3,n,GRA,N,7,716,7160
2799,XxgNngIig,3,i,GRA,I,7,716,7160
2799,XxgNngIig,3,i,GRA,NUM?,7,716,7160
2808,XXlXXlNNl,3,I,LAT,NUM?,1,111,11117
2808,XXlXXlNNl,3,X,LAT,NUM,1,111,11117
2808,XXlXXlNNl,3,N,LAT,N,1,111,11117
2813,IigIig,2,i,GRA,I,1,112,1127
2813,IigIig,2,i,GRA,I,1,112,1127
2857,PPl,1,P,LAT,P,1,121,1212
2858,Iig,1,i,GRA,I,1,121,1212
2859,NNlNng,2,n,GRA,N,1,121,1212
2859,NNlNng,2,I,LAT,N?,1,121,1212
2860,NNlNNl,2,N,LAT,N,1,121,1212
2860,NNlNNl,2,I,LAT,N?,1,121,1212
2861,XxgIig,2,i,GRA,I,1,121,1212
2861,XxgIig,2,x,GRA,NUM,1,121,1212
2863,XXlNNlNNl,3,X,LAT,NUM,1,111,11116
2863,XXlNNlNNl,3,N,LAT,N,1,111,11116
2863,XXlNNlNNl,3,N,LAT,N,1,111,11116
2864,NNlPPl,2,P,LAT,P,1,111,11116
2864,NNlPPl,2,N,LAT,N,1,111,11116
2867,IigXXlXXl,3,X,LAT,NUM,7,716,71617
2867,IigXXlXXl,3,i,GRA,I,7,716,71617
2867,IigXXlXXl,3,X,LAT,NUM,7,716,71617
2868,NngIig...XXlNng,5,...,\N,...,7,716,71617
2868,NngIig...XXlNng,5,I,LAT,NUM?,7,716,71617
2868,NngIig...XXlNng,5,n,GRA,N,7,716,71617
2868,NngIig...XXlNng,5,i,GRA,I,7,716,71617
2868,NngIig...XXlNng,5,n,GRA,N,7,716,71617
2869,Iig,1,i,GRA,I,7,716,71617
2870,XxgXXl,2,X,LAT,NUM,7,716,71617
2870,XxgXXl,2,x,GRA,NUM,7,716,71617
2873,XxgIig,2,i,GRA,I,7,716,71617
2873,XxgIig,2,x,GRA,NUM,7,716,71617
2888,IIlNNl,2,I,LAT,N?,0,00,000
2888,IIlNNl,2,I,LAT,I,0,00,000
2889,NngNng,2,n,GRA,N,1,112,1128
2889,NngNng,2,n,GRA,N,1,112,1128
2890,NNl,1,N,LAT,N,0,00,000
2893,Nng,1,n,GRA,N,0,00,000
2898,Iig,1,i,GRA,I,0,00,000
2899,Nng,1,n,GRA,N,0,00,000
2900,Nng,1,n,GRA,N,0,00,000
2901,NngNng,2,i,GRA,N?,0,00,000
2901,NngNng,2,n,GRA,N,0,00,000
2902,IigIigNng,3,i,GRA,I,0,00,000
2902,IigIigNng,3,i,GRA,I,0,00,000
2902,IigIigNng,3,i,GRA,N?,0,00,000
2905,Nng...,2,n,GRA,N,0,00,000
2905,Nng...,2,...,\N,...,0,00,000
2906,NngIig,2,i,GRA,I,0,00,000
2906,NngIig,2,i,GRA,N?,0,00,000
2909,IigNNl,2,N,LAT,N,0,00,000
2909,IigNNl,2,i,GRA,I,0,00,000
2910,NNl,1,N,LAT,N,0,00,000
2911,Nng,1,n,GRA,N,0,00,000
2931,Xxg,1,x,GRA,NUM,0,00,000
